date,sales
2019-07-16,18011.41999999999
2019-07-17,15270.349999999999
2019-07-18,13531.589999999995
2019-07-19,14221.460000000006
2019-07-20,5399.3099999999995
2019-07-21,7174.529999999998
2019-07-22,22637.579999999994
2019-07-23,22648.169999999984
2019-07-24,24396.850000000006
2019-07-25,17511.219999999994
2019-07-26,12026.920000000004
2019-07-27,6309.86
2019-07-28,4532.329999999996
2019-07-29,18279.329999999976
2019-07-30,24201.599999999995
2019-07-31,13978.460000000003
2019-08-01,18003.76999999999
2019-08-02,11742.639999999998
2019-08-03,8532.249999999996
2019-08-04,5655.719999999999
2019-08-05,20998.899999999987
2019-08-06,19356.930000000008
2019-08-07,15301.789999999979
2019-08-08,19877.910000000003
2019-08-09,13824.679999999995
2019-08-10,7690.110000000003
2019-08-11,6366.079999999998
2019-08-12,15898.449999999999
2019-08-13,19000.359999999993
2019-08-14,19560.39999999999
2019-08-15,11692.44
2019-08-16,14643.309999999992
2019-08-17,9201.49
2019-08-18,8434.339999999995
2019-08-19,26749.590000000033
2019-08-20,20923.579999999984
2019-08-21,17145.09
2019-08-22,16037.699999999997
2019-08-23,14836.890000000016
2019-08-24,10084.399999999996
2019-08-25,9116.469999999996
2019-08-26,33731.080000000045
2019-08-27,23073.100000000028
2019-08-28,24462.759999999987
2019-08-29,21781.629999999986
2019-08-30,15260.529999999997
2019-08-31,10516.499999999993
2019-09-01,8733.149999999996
2019-09-02,12028.709999999997
2019-09-03,24366.830000000013
2019-09-04,28975.88000000001
2019-09-05,16165.419999999995
2019-09-06,12591.21
2019-09-07,7263.229999999997
2019-09-08,7902.849999999997
2019-09-09,31210.73
2019-09-10,27875.460000000014
2019-09-11,26340.48999999996
2019-09-12,37530.91000000002
2019-09-13,15601.719999999992
2019-09-14,8908.729999999996
2019-09-15,7952.970000000004
2019-09-16,37791.53000000003
2019-09-17,23475.43
2019-09-18,23728.879999999994
2019-09-19,18040.649999999998
2019-09-20,18793.120000000003
2019-09-21,7052.099999999994
2019-09-22,10821.540000000003
2019-09-23,24107.820000000003
2019-09-24,28930.39000000003
2019-09-25,22328.97000000001
2019-09-26,20083.53
2019-09-27,18154.129999999997
2019-09-28,6297.600000000002
2019-09-29,8333.179999999997
2019-09-30,37030.78999999999
2019-10-01,28804.229999999996
2019-10-02,29070.320000000003
2019-10-03,24969.9
2019-10-04,21778.51000000002
2019-10-05,11732.359999999993
2019-10-06,8068.389999999997
2019-10-07,35402.24999999998
2019-10-08,32266.100000000017
2019-10-09,22502.559999999998
2019-10-10,24115.329999999998
2019-10-11,17563.549999999996
2019-10-12,9494.560000000003
2019-10-13,9613.4
2019-10-14,34675.67000000002
2019-10-15,27758.890000000018
2019-10-16,33202.210000000014
2019-10-17,24157.609999999986
2019-10-18,15505.500000000005
2019-10-19,12718.76
2019-10-20,9786.96
2019-10-21,30205.020000000008
2019-10-22,34919.51000000003
2019-10-23,24735.120000000006
2019-10-24,22080.709999999992
2019-10-25,16695.81999999999
2019-10-26,11908.919999999998
2019-10-27,7715.439999999996
2019-10-28,30733.56000000002
2019-10-29,29666.019999999997
2019-10-30,22648.840000000004
2019-10-31,18008.39
2019-11-01,15793.039999999997
2019-11-02,7856.160000000002
2019-11-03,10258.629999999997
2019-11-04,28953.690000000006
2019-11-05,24837.95999999999
2019-11-06,22384.35000000001
2019-11-07,22581.339999999993
2019-11-08,17448.989999999994
2019-11-09,7349.5700000000015
2019-11-10,10647.359999999993
2019-11-11,31367.41999999999
2019-11-12,24320.000000000007
2019-11-13,29858.20000000002
2019-11-14,19757.27
2019-11-15,21580.599999999988
2019-11-16,12103.060000000009
2019-11-17,11985.389999999998
2019-11-18,27478.99000000001
2019-11-19,27912.62
2019-11-20,17833.95
2019-11-21,24733.759999999987
2019-11-22,17490.31
2019-11-23,8329.33
2019-11-24,5936.49
2019-11-25,28397.44999999999
2019-11-26,22795.079999999998
2019-11-27,22083.82
2019-11-28,6285.5599999999995
2019-11-29,31554.46000000002
2019-11-30,23385.569999999992
2019-12-01,15588.9
2019-12-02,58777.41000000002
2019-12-03,51437.51000000007
2019-12-04,13025.39
2019-12-05,19208.719999999976
2019-12-06,16301.410000000003
2019-12-07,8942.230000000005
2019-12-08,10420.670000000004
2019-12-09,31479.719999999998
2019-12-10,28069.690000000013
2019-12-11,29282.180000000008
2019-12-12,31792.759999999995
2019-12-13,4589.789999999999
